,source,target
40575,HSF2BP,NAB2
40576,HSF2BP,TEPSIN
40577,HSF2BP,RAB3IL1
40578,HSF2BP,BMI1
40579,HSF2BP,FAM107A
40580,HSF2BP,HEXIM2
40581,HSF2BP,SEMA4C
40582,HSF2BP,CNNM3
40583,HSF2BP,FAM110B
40584,HSF2BP,PLEKHA2
40585,HSF2BP,KIF5B
40586,HSF2BP,ZNF581
40587,HSF2BP,TCEA2
40588,HSF2BP,LGALS4
40589,HSF2BP,FAM90A1
40590,HSF2BP,IL16
40591,HSF2BP,FUT9
40592,HSF2BP,KAT5
40593,HSF2BP,CKS1B
40594,HSF2BP,ZNF417
40595,HSF2BP,CBY2
40596,HSF2BP,LEP
40597,HSF2BP,RIN1
40598,HSF2BP,THAP6
40599,HSF2BP,NPPA
40600,HSF2BP,SART1
40601,HSF2BP,TSGA10IP
40602,HSF2BP,WDR25
40603,HSF2BP,HASPIN
40604,HSF2BP,ODF3B
40605,HSF2BP,DMAP1
40606,HSF2BP,DALRD3
40607,HSF2BP,CCDC185
40608,HSF2BP,EPM2AIP1
40609,HSF2BP,SNX18
40610,HSF2BP,GGN
40611,HSF2BP,MAGED1
40612,HSF2BP,MKRN3
40613,HSF2BP,ZBTB42
40614,HSF2BP,ZNF648
40615,HSF2BP,SEPTIN1
40616,HSF2BP,ARHGAP45
40617,HSF2BP,DEFB112
40618,HSF2BP,H2AW
40619,HSF2BP,WASHC1
40620,HSF2BP,RNF135
40621,HSF2BP,ODF3L2
40622,HSF2BP,EPHB3
40623,HSF2BP,FHL3
40624,HSF2BP,CCSER1
40625,HSF2BP,SEPTIN9
40626,HSF2BP,TRARG1
40627,HSF2BP,ANKS1B
40628,HSF2BP,INPP5J
40629,HSF2BP,RAD51D
40630,HSF2BP,FAM228A
40631,HSF2BP,KIF24
40632,HSF2BP,SELENOV
40633,HSF2BP,CARD9
40634,HSF2BP,RTP5
40635,HSF2BP,SHISA6
40636,HSF2BP,INSYN2A
40637,HSF2BP,KIAA0408
40638,HSF2BP,ZNF250
40639,HSF2BP,ZNF774
40640,HSF2BP,PDLIM7
40641,HSF2BP,LAGE3
40642,HSF2BP,ZGPAT
40643,HSF2BP,KANK2
40644,HSF2BP,SYNGAP1
40645,HSF2BP,SPG7
40646,HSF2BP,ZNF84
40647,HSF2BP,SIRPA
40648,HSF2BP,ZNF587
40649,HSF2BP,ZNF511
40650,HSF2BP,PAPSS2
40651,HSF2BP,TSEN15
40652,HSF2BP,PNMA5
40653,HSF2BP,L3MBTL3
40654,HSF2BP,NHSL2
40655,HSF2BP,GPANK1
40656,HSF2BP,CCHCR1
40657,HSF2BP,SYCE1L
40658,HSF2BP,C4orf46
40659,HSF2BP,TMSB4X
40660,HSF2BP,ELOA2
40661,HSF2BP,ZCWPW2
40662,HSF2BP,GPSM3
40663,HSF2BP,C5orf49
40664,HSF2BP,HOMEZ
40665,HSF2BP,DCDC2B
40666,HSF2BP,ZNF844
40667,HSF2BP,SAPCD1
40668,HSF2BP,ZNF688
40669,HSF2BP,RPS28
40670,HSF2BP,JRK
40671,HSF2BP,CCDC13
40672,HSF2BP,ACTN3
40673,HSF2BP,ZNF564
40674,HSF2BP,BUB1B-PAK6
40675,HSF2BP,CCDC187
40676,HSF2BP,GAS2L2
40677,RRP1,SPANXN2
40678,AGPAT3,HSD17B13
40679,AGPAT3,GOLT1A
40680,AGPAT3,FAM133A
40681,AGPAT3,HSD17B11
40682,AGPAT3,ABHD16A
40683,AGPAT3,TMX2
40684,AGPAT3,TMEM167B
40685,ITGB2,TM4SF18
40686,ITGB2,MS4A7
40687,ITGB2,KRTAP10-8
40688,ITGB2,CYSRT1
40689,ITGB2,LHFPL5
40690,ITGB2,NOTCH2NLA
40691,ITGB2,NBPF19
40692,SLX9,GOLGA6L9
40693,RALGDS,KRTAP10-8
40694,RALGDS,CYSRT1
40695,FTCD,HGS
40696,FTCD,CCDC183
40697,SPATC1L,SPATC1L
40698,SPATC1L,NXF1
40699,SPATC1L,REL
40700,SPATC1L,DISC1
40701,SPATC1L,TEKT4
40702,SPATC1L,CABP2
40703,SPATC1L,RBMY1F
40704,SPATC1L,POLR1C
40705,SPATC1L,SYCE1
40706,SPATC1L,ATPAF2
40707,SPATC1L,QARS1
40708,SPATC1L,PNMA1
40709,SPATC1L,RAD51D
40710,SPATC1L,FSD2
40711,SPATC1L,UBL5
40712,SPATC1L,TRIM27
40713,SPATC1L,KRT40
40714,SPATC1L,PPP1CB
40715,SPATC1L,RBMY1J
40716,SPATC1L,MYO15B
40717,SPATC1L,ZBTB8B
40718,LSS,YIF1A
40719,LSS,TMEM86B
40720,LSS,CIB1
40721,LSS,TMEM167B
40722,C21orf58,SPTA1
40723,C21orf58,KRT27
40724,C21orf58,POLR1C
40725,C21orf58,MKRN3
40726,C21orf58,CCDC125
40727,C21orf58,KRT35
40728,DIP2A,IQUB
40729,S100B,S100B
40730,S100B,S100A1
40731,S100B,S100A9
40732,S100B,S100P
40733,S100B,S100Z
40734,S100B,S100A4
40735,S100B,S100A2
40736,CLDND2,RELL2
40737,CLDND2,CPLX4
40738,CLDND2,BLCAP
40739,CLDND2,REEP4
40740,CLDND2,GPR37L1
40741,CLDND2,HSD17B13
40742,CLDND2,GOLT1A
40743,CLDND2,GPR152
40744,CLDND2,TMEM80
40745,CLDND2,TMEM31
40746,CLDND2,MUC1
40747,CLDND2,TMPPE
40748,CLDND2,LHFPL5
40749,CACFD1,HSFX1
40750,CACFD1,HSFX2
40751,C9orf116,FHL3
40752,LCN1,UBQLN2
40753,LCN1,FAM25A
40754,LCN1,FAM25G
40755,LCN1,FAM25C
40756,GPSM1,TEKT4
40757,GPSM1,FAM90A1
40758,GPSM1,SEPTIN1
40759,ST6GALNAC6,ANKRD46
40760,ST6GALNAC6,LRP10
40761,SHKBP1,SHKBP1
40762,PKN3,GOLGA2
40763,PKN3,PNMA1
40764,PKN3,VPS52
40765,COX6B2,PROP1
40766,TMEM190,SPINT1
40767,TMEM190,ARL13B
40768,TMEM190,CLDN5
40769,TMEM190,LDLRAD1
40770,TMEM190,MACO1
40771,TMEM190,KRTAP5-11
40772,TMEM190,KRTAP9-2
40773,JAML,MAL
40774,NEK8,OXER1
40775,NEK8,KRTAP13-2
40776,NEK8,TRIM69
40777,TLCD1,SSMEM1
40778,TLCD1,TMEM80
40779,CD3G,MAL
40780,CD3G,TMEM262
40781,CD3G,TMEM203
40782,CD3G,LAT
40783,S100A1,S100A1
40784,S100A1,S100P
40785,S100A1,BEX3
40786,S100A1,S100Z
40787,S100A1,S100A3
40788,S100A1,S100A4
40789,S100A1,S100A2
40790,CHTOP,SMN1
40791,CHTOP,PHLDB3
40792,CHTOP,DDX39B
40793,CHTOP,SMN2
40794,CHTOP,APOBEC3C
40795,ZBTB7B,BCL6B
40796,ZBTB7B,ZBTB5
40797,ZBTB7B,FAM90A1
40798,ZBTB7B,ZBTB42
40799,ZBTB7B,ZSCAN5B
40800,ZBTB7B,CCNL2
40801,ZBTB7B,UBTFL1
40802,FLAD1,FLAD1
40803,FLAD1,REL
40804,FLAD1,NIF3L1
40805,FLAD1,L3MBTL3
40806,VPS11,VPS39
40807,VPS11,KRTAP10-8
40808,IL6R,SGTB
40809,CRTC2,ATPAF2
40810,CRTC2,CCDC57
40811,FDPS,SSMEM1
40812,FDPS,ABHD16A
40813,RUSC1,PRR35
40814,RUSC1,TSSK3
40815,RUSC1,TEKT4
40816,RUSC1,CRYBA2
40817,RUSC1,MYOZ3
40818,RUSC1,SOHLH1
40819,RUSC1,TTC7B
40820,RUSC1,MOAP1
40821,RUSC1,HNRNPF
40822,RUSC1,POLR1C
40823,RUSC1,ZNF77
40824,RUSC1,UFSP1
40825,RUSC1,CCDC57
40826,RUSC1,PNMA1
40827,RUSC1,ZNF620
40828,RUSC1,TRIM73
40829,RUSC1,MAGED1
40830,RUSC1,KRTAP8-1
40831,RUSC1,CTAG1B
40832,RUSC1,KRTAP19-1
40833,RUSC1,PLA2G6
40834,RUSC1,WWOX
40835,RUSC1,KRTAP6-2
40836,RUSC1,KRTAP19-5
40837,RUSC1,INSC
40838,RUSC1,ZNF34
40839,RUSC1,ZNF765
40840,RUSC1,MAGEA6
40841,RUSC1,BPIFA1
40842,RUSC1,CCHCR1
40843,RUSC1,DOK6
40844,RUSC1,VGLL3
40845,RUSC1,MAGEA3
40846,RUSC1,LIMS4
40847,RUSC1,LIMS3
40848,RUSC1,CTAG1A
40849,RUSC1,
40850,PAQR6,GPX8
40851,PAQR6,MUC1
40852,PMF1,TBC1D21
40853,PMF1,MIS12
40854,PMF1,BICD2
40855,LMNA,PELI1
40856,LMNA,ZNF564
40857,PTH1R,TEKT4
40858,PTH1R,MGAT5B
40859,PTH1R,SMARCC1
40860,PTH1R,MKRN3
40861,PTH1R,GPANK1
40862,GPATCH4,KASH5
40863,FCRL3,CMTM5
40864,AZGP1,UBQLN2
40865,NACC1,PRKCI
40866,NACC1,PRPF18
40867,NACC1,LSM3
40868,NACC1,POLR2L
40869,NACC1,C8orf33
40870,NACC1,ZNF512B
40871,NACC1,UBTFL1
40872,ZNF394,SCAND1
40873,ZNF394,RNPS1
40874,LY6E,TRARG1
40875,VPS28,NXF1
40876,VPS28,PRKAA2
40877,VPS28,GEM
40878,PPP1R16A,CCDC116
40879,PPP1R16A,TSSK3
40880,PPP1R16A,ATXN7L2
40881,PPP1R16A,SCNM1
40882,PPP1R16A,CDCA7L
40883,PPP1R16A,ATP23
40884,PPP1R16A,BATF2
40885,PPP1R16A,IL16
40886,PPP1R16A,KAT5
40887,PPP1R16A,PPP1CC
40888,PPP1R16A,KRTAP19-5
40889,PPP1R16A,MCCD1
40890,PPP1R16A,PPP1CB
40891,PPP1R16A,C3orf36
40892,PPP1R16A,CKMT1A
40893,PPP1R16A,CKMT1B
40894,PPP1R16A,MRPL12
40895,FOXH1,OXER1
40896,FOXH1,TLX3
40897,FOXH1,HEY1
40898,FOXH1,ZNF503
40899,FOXH1,TSC1
40900,FOXH1,RBPMS2
40901,FOXH1,ATP23
40902,FOXH1,SMAD3
40903,FOXH1,KLHL26
40904,FOXH1,MGAT5B
40905,FOXH1,BATF2
40906,FOXH1,SOX14
40907,FOXH1,SMAD2
40908,FOXH1,UFSP1
40909,FOXH1,MAGED1
40910,FOXH1,KRTAP11-1
40911,FOXH1,DAZAP2
40912,FOXH1,FOXD2
40913,FOXH1,KRTAP19-6
40914,FOXH1,KRTAP19-2
40915,FOXH1,C19orf54
40916,FOXH1,ZNF34
40917,FOXH1,ARID5A
40918,FOXH1,CYSRT1
40919,FOXH1,PNMA5
40920,FOXH1,PRR20B
40921,FOXH1,PRR20A
40922,FOXH1,PRR22
40923,FOXH1,KRTAP3-3
40924,FOXH1,KRTAP3-1
40925,FOXH1,NOTO
40926,FOXH1,C10orf55
40927,FOXH1,ATXN1L
40928,FOXH1,PRR20D
40929,FOXH1,PRR20C
40930,FOXH1,PRR20E
40931,FOXH1,KRTAP13-3
40932,FOXH1,KRTAP19-7
40933,FOXH1,KRTAP7-1
40934,ALKBH4,MLLT3
40935,ALKBH4,NIF3L1
40936,ALKBH4,TCF4
40937,ALKBH4,BPIFA1
40938,CCDC105,MAGEA11
40939,SH2B2,FAM90A1
40940,SH2B2,ZNF417
40941,SH2B2,CLK3
40942,SH2B2,MAGEH1
40943,SH2B2,MCRS1
40944,MRNIP,NXF1
40945,MRNIP,PKIA
40946,SQSTM1,SQSTM1
40947,SQSTM1,PRKCI
40948,SQSTM1,GABARAP
40949,SQSTM1,DAZAP2
40950,PSMC2,PSMD2
40951,CELF5,RBM47
40952,CELF5,DAZAP2
40953,CELF5,KRTAP6-1
40954,CELF5,KRTAP17-1
40955,CELF5,KRTAP6-2
40956,CELF5,KRTAP19-5
40957,CELF5,KRTAP9-8
40958,CELF5,CYSRT1
40959,CELF5,KRTAP26-1
40960,CELF5,KRTAP9-3
40961,CELF5,PRR13
40962,CELF5,KRTAP12-3
40963,CELF5,KRTAP3-3
40964,CELF5,KRTAP3-2
40965,CELF5,KRTAP6-3
40966,CELF5,KRTAP1-3
40967,CELF5,KRTAP4-2
40968,CELF5,NOTCH2NLA
40969,CELF5,NBPF19
40970,CELF5,KRTAP7-1
40971,MFSD12,SSMEM1
40972,CCDC116,CDCA7L
40973,CCDC116,PKNOX2
40974,CCDC116,IGFBP6
40975,CCDC116,CTAG1B
40976,CCDC116,NUTM1
40977,CCDC116,RASSF10
40978,CCDC116,ZNF655
40979,CCDC116,GOLGA6L9
40980,CCDC116,KRT40
40981,CCDC116,CTAG1A
40982,CCDC116,TADA2A
40983,DVL3,PRKAA2
40984,DVL3,CCNL1
40985,DVL3,SNIP1
40986,DVL3,KLF15
40987,DVL3,SAP30L
40988,DVL3,BEND7
40989,DVL3,PRPF18
40990,DVL3,ZNF319
40991,DVL3,CDYL2
40992,DVL3,ZSCAN21
40993,DVL3,LENG8
40994,DVL3,ZNF444
40995,DVL3,ZRSR2
40996,DVL3,ZNF764
40997,DVL3,ZNF581
40998,DVL3,ZBTB26
40999,DVL3,TCEA2
41000,DVL3,FAM90A1
41001,DVL3,HOXC5
41002,DVL3,MAB21L3
41003,DVL3,ZNF417
41004,DVL3,ZNF497
41005,DVL3,ZNF408
41006,DVL3,WDR25
41007,DVL3,TCEANC
41008,DVL3,TSPYL6
41009,DVL3,ZNF552
41010,DVL3,GADD45GIP1
41011,DVL3,RNF151
41012,DVL3,ZNF648
41013,DVL3,ZNF792
41014,DVL3,ZSCAN22
41015,DVL3,CEP57L1
41016,DVL3,THAP7
41017,DVL3,AP3M1
41018,DVL3,TNFAIP8L1
41019,DVL3,ZNF696
41020,DVL3,TSPYL1
41021,DVL3,KAZN
41022,DVL3,ZNF699
41023,DVL3,ZNF774
41024,DVL3,ZNF775
41025,DVL3,FGF16
41026,DVL3,ANKRD36B
41027,DVL3,ZSCAN25
41028,DVL3,ZNF441
41029,DVL3,CYSRT1
41030,DVL3,ZNF165
41031,DVL3,ZNF71
41032,DVL3,AKAP17A
41033,DVL3,ZFP57
41034,DVL3,ZBTB48
41035,DVL3,PRR20B
41036,DVL3,PRR20A
41037,DVL3,PRR13
41038,DVL3,TSN
41039,DVL3,CSNK1E
41040,DVL3,PRR20D
41041,DVL3,PRR20C
41042,DVL3,PRR20E
41043,DVL3,KCTD7
41044,DVL3,RBM15B
41045,DVL3,CT45A3
41046,DVL3,CT45A10
41047,DVL3,ZNF2
41048,DVL3,TPTEP2-CSNK1E
41049,AP2M1,PRPF18
41050,AP2M1,HEXIM2
41051,AP2M1,ZNF581
41052,AP2M1,FAM90A1
41053,AP2M1,MAB21L3
41054,AP2M1,EIF1AD
41055,AP2M1,MTURN
41056,AP2M1,H2BC4
41057,AP2M1,H2BC21
41058,AP2M1,H2BC13
41059,AP2M1,TMA16
41060,AP2M1,PRR13
41061,AP2M1,CXorf51A
41062,AP2M1,CXorf51B
41063,AP2M1,H2BC8
41064,AP2M1,H2BC6
41065,AP2M1,H2BC7
41066,AP2M1,H2BC10
41067,PCYT1A,PCYT1A
41068,PCYT1A,TNFRSF10D
41069,PCYT1A,AGTRAP
41070,PCYT1A,VKORC1L1
41071,PCYT1A,MAGEA3
41072,DMKN,UBQLN2
41073,DMKN,SGTB
41074,DMKN,BAG6
41075,IKZF3,IKZF3
41076,IKZF3,PRKAA2
41077,IKZF3,TSSK3
41078,IKZF3,ATXN7L2
41079,IKZF3,TEKT4
41080,IKZF3,SCNM1
41081,IKZF3,NOS3
41082,IKZF3,GEM
41083,IKZF3,NFKBID
41084,IKZF3,NUDT16L1
41085,IKZF3,POLR1C
41086,IKZF3,ATPAF2
41087,IKZF3,KAT5
41088,IKZF3,CKS1B
41089,IKZF3,ABLIM3
41090,IKZF3,TCAP
41091,IKZF3,CATSPER1
41092,IKZF3,TSGA10IP
41093,IKZF3,KLHL38
41094,IKZF3,YES1
41095,IKZF3,CCDC57
41096,IKZF3,TCEANC
41097,IKZF3,GRB2
41098,IKZF3,MKRN3
41099,IKZF3,RAD51D
41100,IKZF3,CLCNKA
41101,IKZF3,MCRS1
41102,IKZF3,CARD9
41103,IKZF3,KANK2
41104,IKZF3,TCAF1
41105,IKZF3,ZNF587
41106,IKZF3,TSEN15
41107,IKZF3,CCHCR1
41108,IKZF3,
41109,IKZF3,AQP1
41110,IKZF3,CCDC187
41111,IKZF3,MYO15B
41112,IKZF3,CFAP206
41113,SAP30BP,CCNL1
41114,SAP30BP,FHL3
41115,SAP30BP,PRKAR1B
41116,PRPSAP1,PRPSAP1
41117,CYGB,LRATD1
41118,CYGB,DDI1
41119,CYGB,MZT1
41120,CYGB,ARHGAP8
41121,CYGB,PRR5-ARHGAP8
41122,TMEM143,DHRSX
41123,TMEM143,CSGALNACT2
41124,TMEM143,LSMEM2
41125,TMEM143,DGAT2L6
41126,TMEM143,TMEM120B
41127,TMEM143,LIME1
41128,TMEM143,ABHD16A
41129,TMEM143,SFT2D2
41130,KASH5,STX5
41131,KASH5,ZFPL1
41132,KASH5,SENP2
41133,KASH5,CMTM5
41134,KASH5,BAG5
41135,KASH5,NSG1
41136,KASH5,ITGAM
41137,KASH5,GPR25
41138,KASH5,JAGN1
41139,KASH5,FAM241B
41140,KASH5,NRIP3
41141,KASH5,DNAJC30
41142,KASH5,TMEM11
41143,KASH5,CYBC1
41144,KASH5,EFNA5
41145,KASH5,C14orf180
41146,KASH5,TRARG1
41147,KASH5,ANKRD46
41148,KASH5,GIMAP5
41149,KASH5,LHFPL5
41150,KASH5,RIPPLY2
41151,KASH5,SLC35B4
41152,KASH5,CTXN3
41153,KASH5,PLPP6
41154,KASH5,VAMP2
41155,KASH5,TNF
41156,ALDH16A1,NOTCH2NLA
41157,ALDH16A1,NBPF19
41158,DCD,ASPH
41159,MPP3,ZNF655
41160,CD300LG,MAL
41161,CD300LG,KRTAP1-1
41162,CD300LG,CYSRT1
41163,CD300LG,KRTAP5-7
41164,LSM12,LSM3
41165,LSM12,LSM2
41166,JOSD2,COQ8A
41167,JOSD2,CMTM5
41168,JOSD2,AHCYL1
41169,JOSD2,YIF1A
41170,JOSD2,TRAPPC2
41171,JOSD2,TRAPPC2B
41172,DBF4B,GEM
41173,DBF4B,HEXIM2
41174,DBF4B,SGF29
41175,DBF4B,CYSRT1
41176,DBF4B,ZNF655
41177,DBF4B,TRIM27
41178,RACGAP1,CDK3
41179,LARP4,PAX5
41180,KRT82,KRT15
41181,KRT82,KRT27
41182,KRT82,HGS
41183,KRT82,KRT35
41184,KRT82,KRT40
41185,SYCE2,MED11
41186,SYCE2,NAP1L5
41187,SYCE2,TRIML2
41188,SYCE2,TRIM69
41189,SYCE2,CCDC196
41190,IP6K3,KRTAP10-8
41191,IP6K3,NIF3L1
41192,IP6K3,ZNF655
41193,IP6K3,TRIM27
41194,IP6K3,NOTO
41195,MED11,NDEL1
41196,MED11,SGF29
41197,MED11,SSC5D
41198,CXCL16,SSMEM1
41199,CXCL16,NEMP1
41200,CXCL16,AQP2
41201,CXCL16,MFF
41202,CXCL16,ARL13B
41203,CXCL16,FNDC9
41204,CXCL16,TMEM139
41205,CXCL16,CLDN7
41206,CXCL16,MUC1
41207,CXCL16,KRTAP17-1
41208,CXCL16,CYSRT1
41209,CXCL16,SPN
41210,CXCL16,LHFPL5
41211,CXCL16,TMEM239
41212,CXCL16,KRTAP2-3
41213,CXCL16,KRTAP2-4
41214,CXCL16,TMX2
41215,CXCL16,KRTAP10-9
41216,CXCL16,KRTAP1-3
41217,CXCL16,KIR2DL3
41218,CXCL16,KRTAP5-9
41219,CXCL16,NOTCH2NLA
41220,CXCL16,NBPF19
41221,BCL6B,KRTAP10-8
41222,BCL6B,GOLGA6L9
41223,BCL6B,KRTAP12-3
41224,BCL6B,KRTAP2-3
41225,BCL6B,KRTAP2-4
41226,BCL6B,KRTAP12-2
41227,ASGR2,SLC35A1
41228,ASGR2,VAMP5
41229,ASGR2,STX8
41230,ASGR2,CLEC7A
41231,ASGR2,TRAM1L1
41232,ASGR2,RPRM
41233,ASGR2,TMEM86B
41234,ASGR2,ADIPOQ
41235,ASGR2,MCEMP1
41236,ASGR2,ATP6V0C
41237,ASGR2,CLEC17A
41238,ASGR2,TMPPE
41239,ASGR2,PLN
41240,ASGR2,MS4A13
41241,ASGR2,LAT
41242,ASGR2,SMIM3
41243,TNFSF13,SGTB
41244,SENP3,CEP19
41245,FGF11,STAC3
41246,POLR3K,TRIM69
41247,POLR3K,CENPP
41248,SNRNP25,REL
41249,SNRNP25,TEPSIN
41250,SNRNP25,TDRKH
41251,SNRNP25,EFHC2
41252,SNRNP25,BPIFA1
41253,PRR35,OXER1
41254,PRR35,MSS51
41255,PRR35,USP54
41256,PRR35,KLHL26
41257,PRR35,HSPB2
41258,PRR35,JUP
41259,PRR35,TRIM73
41260,PRR35,MAGED1
41261,PRR35,MKRN3
41262,PRR35,BEGAIN
41263,PRR35,FHL3
41264,PRR35,KRTAP8-1
41265,PRR35,KRTAP6-1
41266,PRR35,KRTAP6-2
41267,PRR35,KRTAP12-1
41268,PRR35,INSC
41269,PRR35,C19orf54
41270,PRR35,KRT35
41271,PRR35,CYSRT1
41272,PRR35,ZNF655
41273,PRR35,KRTAP26-1
41274,PRR35,BPIFA1
41275,PRR35,MCCD1
41276,PRR35,TRIM27
41277,PRR35,PRR20B
41278,PRR35,PRR20A
41279,PRR35,KRTAP6-3
41280,PRR35,PRR20D
41281,PRR35,PRR20C
41282,PRR35,PRR20E
41283,PRR35,ACY1
41284,PRR35,HSPB2-C11orf52
41285,PRR35,NOTCH2NLA
41286,PRR35,NBPF19
41287,PRR35,KRTAP10-7
41288,CCDC78,INCA1
41289,SPSB3,ZNF396
41290,TEDC2,KRT27
41291,AMDHD2,GNPDA2
41292,BICDL2,RPL9
41293,BICDL2,API5
41294,BICDL2,TSGA10IP
41295,ZG16B,UBQLN2
41296,ZG16B,SGTB
41297,ZNF75A,SPANXN2
41298,SHANK2,ARHGAP12
41299,SHANK2,BAIAP2
41300,CYB561A3,TM4SF18
41301,CYB561A3,GPX8
41302,CYB561A3,GPR101
41303,CYB561A3,GPR37L1
41304,CYB561A3,GPR152
41305,CYB561A3,TMEM31
41306,CYB561A3,CLDN7
41307,CYB561A3,CLDN5
41308,CYB561A3,RNF5
41309,PPP1R32,PRKAA2
41310,PPP1R32,TEKT4
41311,PPP1R32,METTL27
41312,PPP1R32,TSC1
41313,PPP1R32,GOLGA2
41314,PPP1R32,HNRNPH1
41315,PPP1R32,ATPAF2
41316,PPP1R32,QARS1
41317,PPP1R32,CATSPER1
41318,PPP1R32,CCDC57
41319,PPP1R32,ALS2CL
41320,PPP1R32,KRTAP13-2
41321,PPP1R32,RIMBP3C
41322,PPP1R32,FHL3
41323,PPP1R32,KRTAP8-1
41324,PPP1R32,RFX6
41325,PPP1R32,RBM11
41326,PPP1R32,HGS
41327,PPP1R32,WWOX
41328,PPP1R32,PPP1CC
41329,PPP1R32,KRTAP19-6
41330,PPP1R32,KRTAP6-2
41331,PPP1R32,KRTAP19-5
41332,PPP1R32,PLEKHN1
41333,PPP1R32,VMAC
41334,PPP1R32,PLEKHG4
41335,PPP1R32,INCA1
41336,PPP1R32,CYSRT1
41337,PPP1R32,KPRP
41338,PPP1R32,KRTAP3-2
41339,PPP1R32,KRTAP3-1
41340,PPP1R32,KRTAP6-3
41341,PPP1R32,C10orf55
41342,PPP1R32,OTUD7B
41343,PPP1R32,MYO15B
41344,GNG3,TRIM73
41345,UBXN1,RAD23A
41346,UBXN1,POLR3C
41347,UBXN1,UBQLN2
41348,TTC9C,PLEKHF2
41349,TTC9C,KRT40
41350,TTC9C,
41351,TAF6L,TAF9B
41352,TAF6L,TAF9
41353,NXF1,CDYL2
41354,NXF1,MBD3L1
41355,NXF1,GTPBP2
41356,NXF1,CCDC197
41357,NXF1,CLK2
41358,NXF1,CLK3
41359,NXF1,C12orf40
41360,NXF1,FAM9A
41361,NXF1,ZNF438
41362,NXF1,LCE3E
41363,NXF1,PRKAR1B
41364,NXF1,ZNF250
41365,NXF1,CCDC196
41366,NXF1,GOLGA6L9
41367,NXF1,PRR3
41368,NXF1,NUP62
41369,NXF1,HOMEZ
41370,NXF1,CCDC7
41371,NXF1,C10orf55
41372,NXF1,BTBD18
41373,NXF1,TCP10L
41374,NXF1,KCTD7
41375,NXF1,ISY1-RAB43
41376,STX5,STX3
41377,STX5,REEP4
41378,STX5,VAMP5
41379,STX5,STX8
41380,STX5,HSD17B13
41381,STX5,JAGN1
41382,STX5,GPR152
41383,STX5,TMEM31
41384,STX5,STING1
41385,STX5,HSD17B11
41386,STX5,GPANK1
41387,STX5,AARD
41388,STX5,CCDC153
41389,ZFPL1,BSND
41390,ZFPL1,SGMS2
41391,ZFPL1,PGRMC2
41392,ZFPL1,RELL2
41393,ZFPL1,SSMEM1
41394,ZFPL1,SCN3B
41395,ZFPL1,CPLX4
41396,ZFPL1,MFF
41397,ZFPL1,SYAP1
41398,ZFPL1,MRM3
41399,ZFPL1,FRMD3
41400,ZFPL1,CLEC7A
41401,ZFPL1,FNDC9
41402,ZFPL1,TMEM139
41403,ZFPL1,TMEM31
41404,ZFPL1,TMPRSS2
41405,ZFPL1,AHNAK2
41406,ZFPL1,CD3E
41407,ZFPL1,LIME1
41408,ZFPL1,LDLRAD1
41409,ZFPL1,MRPS18B
41410,ZFPL1,LEUTX
41411,ZFPL1,SMIM3
41412,ZFPL1,TM4SF19-DYNLT2B
41413,PDZK1IP1,CLDN19
41414,PDZK1IP1,GRM2
41415,PDZK1IP1,TMEM65
41416,PDZK1IP1,AQP2
41417,PDZK1IP1,SFTPC
41418,PDZK1IP1,NSG1
41419,PDZK1IP1,ARL13B
41420,PDZK1IP1,GYPA
41421,PDZK1IP1,JAGN1
41422,PDZK1IP1,C2CD2L
41423,PDZK1IP1,AGR3
41424,PDZK1IP1,TNFRSF10C
41425,PDZK1IP1,RPRM
41426,PDZK1IP1,TMEM11
41427,PDZK1IP1,THBD
41428,PDZK1IP1,CYBC1
41429,PDZK1IP1,TMEM107
41430,PDZK1IP1,MYADM
41431,PDZK1IP1,YIPF6
41432,PDZK1IP1,GAST
41433,PDZK1IP1,C14orf180
41434,PDZK1IP1,TRARG1
41435,PDZK1IP1,MYADML2
41436,PDZK1IP1,TMEM203
41437,PDZK1IP1,APOD
41438,PDZK1IP1,GIMAP5
41439,PDZK1IP1,FAM3C
41440,PDZK1IP1,LHFPL5
41441,PDZK1IP1,RTP2
41442,PDZK1IP1,CES1
41443,PDZK1IP1,PLPP4
41444,PDZK1IP1,SLC35B4
41445,PDZK1IP1,PLPP6
41446,PDZK1IP1,STRIT1
41447,CMPK1,SGTB
41448,COA7,GPSM3
41449,MAGOH,GOLGA2
41450,MAGOH,ZKSCAN8
41451,MAGOH,RBM8A
41452,ACOT11,MKRN3
41453,ACOT11,HGS
41454,BSND,BMP10
41455,BSND,PLSCR2
41456,BSND,ARFIP1
41457,BSND,SLC30A8
41458,BSND,PBX3
41459,BSND,PTPN9
41460,BSND,CSGALNACT2
41461,BSND,STX8
41462,BSND,JAGN1
41463,BSND,COL8A2
41464,BSND,THAP4
41465,BSND,ADIPOQ
41466,BSND,COL4A5
41467,PRKAA2,REL
41468,PRKAA2,SPRY1
41469,PRKAA2,SOHLH1
41470,PRKAA2,NAB2
41471,PRKAA2,GOLGA2
41472,PRKAA2,SERTAD3
41473,PRKAA2,ZNF212
41474,PRKAA2,MRFAP1
41475,PRKAA2,MKRN3
41476,PRKAA2,WASHC1
41477,PRKAA2,PRKAG1
41478,PRKAA2,USH1G
41479,PRKAA2,CCDC172
41480,PRKAA2,IKZF1
41481,PRKAA2,KRT16
41482,PRKAA2,PLEKHN1
41483,PRKAA2,ZSCAN23
